order_id,customer_id,service_type,pickup_zone,dropoff_zone,order_value,driver_id,delivery_status,route_distance_km,manual_route_override_count,customer_rating_post_delivery,age,zone_clean,customer_type,loyalty_score,has_complaint
O00242,C0587,Retail,Ctr,WEST,42.77,D119,OnTime,20.65,0.0,3.63,28,South,Consumer,55.7,0
O00243,C0153,Passenger,SOUTH,West,64.73,D117,OnTime,12.23,1.0,3.99,49,Central,SME,38.4,0
O00244,C0519,Passenger,NORTH,RiverSide,225.95,D167,OnTime,11.52,0.0,5.0,64,East,Enterprise,56.4,0
O00245,C0096,Parcel,South,South,21.06,D077,Delayed,11.96,1.0,2.3,73,West,Consumer,31.8,0
O00246,C0023,Parcel,EAST,Riverside,68.11,D049,Failed,15.83,1.0,2.59,52,South,Consumer,73.1,0
O00247,C0613,Parcel,East,South,124.3,D146,OnTime,15.68,1.0,4.03,40,North,Consumer,45.5,0
O00248,C0153,Passenger,South,AIRPORT,16.18,D130,OnTime,11.9,1.0,,49,Central,SME,38.4,0
O00249,C0566,Business,CENTRAL,West,218.68,D042,Delayed,5.13,3.0,4.44,21,Central,Consumer,75.4,1
O00250,C0300,Passenger,Central,NORTH,9.42,D117,OnTime,9.77,4.0,4.07,37,Central,Consumer,65.2,0
O00251,C0581,Parcel,RiverSide,SOUTH,42.45,,,,,,78,North,Consumer,48.1,0
O00252,C0232,Parcel,EAST,north,66.88,D009,OnTime,21.06,0.0,3.48,45,South,SME,27.7,0
O00253,C0543,Retail,Ctr,WEST,144.86,D119,OnTime,14.43,0.0,4.54,20,Riverside,Consumer,47.0,0
O00254,C0097,Parcel,north,WEST,115.81,,,,,,46,Airport,SME,55.6,1
O00255,C0225,Retail,SOUTH,CENTRAL,139.77,,,,,,39,Riverside,SME,70.3,0
O00256,C0564,Retail,north,North,131.08,,,,,,64,East,Consumer,48.6,0
O00257,C0128,Passenger,South,north,87.95,D003,OnTime,11.52,2.0,4.78,34,Airport,SME,47.3,0
O00258,C0107,Business,Central,West,98.81,,,,,,64,Airport,Consumer,46.2,0
O00259,C0122,Retail,South,EAST,172.55,D055,OnTime,20.47,2.0,5.0,40,Central,Consumer,74.2,1
O00260,C0597,Parcel,Central,Riverside,198.61,,,,,,74,North,Consumer,57.2,0
O00261,C0003,Passenger,WEST,EAST,165.8,,,,,,66,East,Consumer,75.9,0
O00262,C0265,Passenger,CENTRAL,Central,151.47,D116,OnTime,1.39,2.0,4.12,26,East,Consumer,55.8,0
O00263,C0031,Parcel,West,Central,63.35,D045,OnTime,16.33,0.0,5.0,35,South,Consumer,42.5,1
O00264,C0633,Business,EAST,AIRPORT,113.96,D039,OnTime,11.86,0.0,5.0,44,Central,Consumer,57.6,0
O00265,C0244,Parcel,RiverSide,South,20.51,D052,Delayed,12.37,1.0,1.76,27,Airport,Consumer,52.7,0
O00266,C0345,Business,Ctr,North,41.27,D120,Delayed,16.86,1.0,1.0,18,North,Consumer,93.5,0
O00267,C0256,Parcel,AIRPORT,North,98.71,D045,OnTime,32.25,0.0,4.02,58,Central,SME,45.7,1
O00268,C0475,Medical,West,West,71.4,D124,Delayed,20.03,3.0,2.49,47,Central,Consumer,81.9,1
O00269,C0175,Passenger,north,RiverSide,19.29,D004,Failed,6.26,2.0,2.24,37,Central,Consumer,86.4,0
O00270,C0561,Business,WEST,CENTRAL,140.61,D157,OnTime,10.96,0.0,4.41,65,East,Consumer,70.9,1
O00271,C0381,Passenger,WEST,Ctr,192.54,D102,OnTime,8.97,0.0,3.56,55,Central,Consumer,74.4,1
O00272,C0647,Retail,Riverside,CENTRAL,55.63,D127,OnTime,11.86,2.0,4.06,42,East,Consumer,,1
O00273,C0642,Retail,Central,WEST,16.14,D047,OnTime,7.39,0.0,4.49,59,North,SME,51.2,0
O00274,C0086,Passenger,NORTH,West,90.93,D016,Failed,11.96,0.0,2.85,65,West,SME,64.4,0
O00275,C0473,Business,SOUTH,EAST,142.68,D015,OnTime,22.05,0.0,4.96,72,Airport,Consumer,39.8,0
O00276,C0442,Parcel,Central,EAST,61.64,,,,,,23,West,Consumer,51.5,0
O00277,C0329,Passenger,West,Central,107.13,D056,OnTime,23.79,1.0,3.98,38,Riverside,Consumer,46.4,0
O00278,C0183,Passenger,Ctr,NORTH,32.25,,,,,,44,Central,SME,64.5,0
O00279,C0246,Business,WEST,RiverSide,61.44,,,,,,32,Central,Consumer,63.8,0
O00280,C0206,Passenger,EAST,AIRPORT,151.49,D026,OnTime,10.9,0.0,4.76,60,South,SME,50.3,0
O00281,C0437,Passenger,AIRPORT,north,47.49,D054,OnTime,26.53,3.0,4.48,51,Airport,Consumer,50.7,0
O00282,C0630,Parcel,South,West,207.38,D058,Delayed,11.36,0.0,,57,Central,Enterprise,62.3,1
O00283,C0430,Business,north,WEST,177.07,D088,Delayed,10.44,3.0,3.85,29,East,Consumer,38.3,0
O00284,C0363,Passenger,north,AIRPORT,116.68,D030,OnTime,13.45,2.0,4.75,48,Airport,SME,49.4,0
O00285,C0180,Business,north,North,106.65,D149,OnTime,9.55,2.0,4.67,64,West,Consumer,50.3,1
O00286,C0402,Business,WEST,EAST,84.75,D026,OnTime,17.73,1.0,4.49,71,West,Consumer,48.6,0
O00287,C0201,Retail,WEST,Airport,68.14,,,,,,49,Central,Consumer,69.2,0
O00288,C0542,Medical,SOUTH,CENTRAL,56.47,D130,OnTime,7.41,0.0,5.0,73,Central,Consumer,40.7,0
O00289,C0574,Parcel,north,East,20.53,D097,OnTime,16.76,0.0,4.24,54,South,SME,76.4,0
O00290,C0028,Medical,CENTRAL,WEST,54.76,,,,,,22,Central,Consumer,78.5,1
O00291,C0198,Business,AIRPORT,SOUTH,116.22,,,,,,53,East,SME,32.2,0
O00292,C0060,Parcel,Ctr,West,59.59,D050,Delayed,11.07,2.0,2.72,52,Central,Consumer,85.2,0
O00293,C0165,Parcel,Ctr,East,67.89,D067,OnTime,4.61,1.0,4.01,39,Airport,Consumer,69.5,0
O00294,C0486,Parcel,AIRPORT,AIRPORT,82.04,D064,OnTime,20.21,1.0,4.67,50,West,Enterprise,52.5,0
O00295,C0123,Passenger,East,NORTH,45.46,,,,,,56,South,SME,76.8,0
O00296,C0400,Retail,South,North,10.85,D129,OnTime,10.01,0.0,4.54,33,Riverside,Consumer,73.4,1
O00297,C0560,Passenger,Airport,RiverSide,151.53,D088,OnTime,40.23,1.0,3.7,29,North,SME,59.0,0
O00298,C0184,Parcel,WEST,north,28.65,D115,OnTime,1.9,1.0,4.8,59,South,SME,67.8,0
O00299,C0566,Retail,South,Ctr,172.53,,,,,,21,Central,Consumer,75.4,0
O00300,C0512,Retail,Riverside,SOUTH,33.34,D087,OnTime,6.81,0.0,4.87,59,East,Consumer,38.5,1
O00301,C0181,Business,EAST,Riverside,63.32,,,,,,41,West,Consumer,51.2,0
O00302,C0558,Retail,RiverSide,CENTRAL,228.25,D018,OnTime,14.14,0.0,3.63,23,South,Consumer,64.3,0
O00303,C0514,Retail,Central,South,48.67,D055,Failed,14.85,1.0,2.34,22,Riverside,Consumer,65.9,0
O00304,C0253,Passenger,EAST,RiverSide,134.68,,,,,,48,West,Consumer,49.4,0
O00305,C0322,Parcel,Riverside,AIRPORT,46.14,,,,,,77,Central,Consumer,79.2,0
O00306,C0613,Passenger,NORTH,NORTH,42.22,D052,Failed,14.52,0.0,4.61,40,North,Consumer,45.5,0
O00307,C0343,Parcel,EAST,Riverside,73.14,,,,,,75,Central,Consumer,58.3,1
O00308,C0458,Passenger,Airport,WEST,100.44,D046,OnTime,34.92,2.0,4.31,37,Central,Enterprise,61.5,0
O00309,C0073,Parcel,South,Airport,175.54,,,,,,48,East,Consumer,55.7,1
O00310,C0094,Retail,Central,WEST,28.08,,,,,,22,Riverside,Consumer,58.0,0
O00311,C0215,Medical,Central,SOUTH,167.59,,,,,,67,North,SME,64.4,1
O00312,C0164,Passenger,East,East,124.24,D066,OnTime,20.95,1.0,4.56,78,West,Consumer,70.9,0
O00313,C0616,Medical,SOUTH,north,11.11,D116,Delayed,16.42,0.0,4.18,49,Riverside,Consumer,65.9,0
O00314,C0626,Medical,EAST,EAST,39.37,,,,,,45,South,Consumer,61.6,1
O00315,C0494,Parcel,north,South,159.29,D009,OnTime,16.49,1.0,4.55,34,North,Consumer,77.0,0
O00316,C0094,Medical,West,WEST,53.63,D064,OnTime,13.91,0.0,3.58,22,Riverside,Consumer,58.0,0
O00317,C0094,Passenger,RiverSide,WEST,236.09,D106,OnTime,12.54,0.0,3.99,22,Riverside,Consumer,58.0,0
O00318,C0009,Retail,RiverSide,South,84.27,D157,Delayed,7.02,1.0,2.86,34,South,Consumer,62.6,0
O00319,C0335,Business,Ctr,AIRPORT,124.48,D017,OnTime,20.67,1.0,5.0,33,North,SME,45.3,0
O00320,C0519,Parcel,Central,WEST,97.13,,,,,,64,East,Enterprise,56.4,0
O00321,C0016,Medical,Central,West,97.42,,,,,,21,Riverside,Consumer,42.7,0
O00322,C0495,Business,Ctr,SOUTH,61.55,D072,OnTime,14.05,2.0,4.29,20,Central,Consumer,65.3,0
O00323,C0487,Retail,South,north,22.09,D089,OnTime,7.15,1.0,4.49,61,East,SME,63.9,0
O00324,C0019,Passenger,South,Riverside,131.3,D095,OnTime,8.95,2.0,4.11,67,Riverside,Consumer,50.3,0
O00325,C0259,Passenger,north,South,70.71,D126,OnTime,5.12,1.0,4.24,43,Central,Consumer,78.3,0
O00326,C0178,Passenger,WEST,WEST,242.48,D056,Delayed,13.55,0.0,2.51,45,East,Consumer,58.0,1
O00327,C0435,Retail,NORTH,north,90.61,D166,OnTime,8.47,1.0,4.42,27,East,Consumer,47.2,0
O00328,C0491,Business,East,South,37.78,D168,OnTime,16.38,2.0,5.0,60,Central,Consumer,48.6,0
O00329,C0278,Parcel,Central,South,7.02,,,,,,30,Riverside,SME,95.2,0
O00330,C0172,Medical,West,Riverside,49.61,,,,,,28,North,Consumer,75.4,1
O00331,C0399,Parcel,RiverSide,East,36.77,D085,OnTime,12.27,2.0,4.32,61,East,SME,93.0,0
O00332,C0110,Business,North,RiverSide,93.33,D063,Failed,6.36,0.0,2.34,63,East,Consumer,,0
O00333,C0123,Medical,EAST,Central,71.97,D092,Failed,11.35,0.0,4.29,56,South,SME,76.8,1
O00334,C0500,Parcel,RiverSide,SOUTH,62.54,D135,OnTime,13.27,0.0,3.88,47,East,Consumer,90.6,0
O00335,C0482,Passenger,North,Airport,227.61,D152,OnTime,5.36,0.0,5.0,73,Riverside,Enterprise,74.8,1
O00336,C0115,Retail,West,Ctr,108.38,D009,OnTime,16.01,2.0,4.04,38,Airport,Consumer,69.8,1
O00337,C0463,Retail,West,AIRPORT,68.13,D141,Delayed,21.23,2.0,1.57,39,Riverside,Consumer,49.2,0
O00338,C0648,Passenger,RiverSide,Riverside,38.31,D148,OnTime,7.72,0.0,3.6,47,Airport,Consumer,57.2,0
O00339,C0301,Medical,Airport,North,238.92,,,,,,40,Riverside,SME,58.6,0
O00340,C0127,Retail,Ctr,Airport,89.8,D056,OnTime,13.52,1.0,2.88,32,West,SME,77.0,0
O00341,C0026,Retail,RiverSide,EAST,36.59,,,,,,34,North,Enterprise,70.6,1
O00342,C0643,Passenger,north,SOUTH,187.9,D153,OnTime,13.33,0.0,3.97,33,North,Consumer,73.6,0
O00343,C0184,Business,Ctr,SOUTH,81.36,D026,Delayed,15.62,0.0,3.94,59,South,SME,67.8,0
O00344,C0594,Parcel,CENTRAL,North,104.62,D151,OnTime,14.95,2.0,3.82,70,East,Consumer,97.4,0
O00345,C0337,Retail,East,CENTRAL,27.35,D154,Delayed,13.93,2.0,3.17,71,North,Consumer,45.8,0
O00346,C0500,Retail,Riverside,East,84.74,,,,,,47,East,Consumer,90.6,0
O00347,C0004,Parcel,SOUTH,SOUTH,78.58,D082,OnTime,12.56,0.0,4.4,75,Central,Consumer,32.5,0
O00348,C0372,Parcel,NORTH,SOUTH,58.25,D047,OnTime,8.1,0.0,2.89,34,West,Consumer,26.2,1
O00349,C0161,Business,NORTH,Central,55.21,,,,,,42,North,Consumer,87.1,0
O00350,C0197,Retail,East,WEST,13.42,D055,OnTime,5.38,0.0,4.67,29,Riverside,Consumer,58.4,0
O00351,C0259,Parcel,AIRPORT,WEST,20.77,D038,OnTime,28.2,2.0,4.04,43,Central,Consumer,78.3,1
O00352,C0097,Parcel,Airport,North,271.29,D138,OnTime,36.08,2.0,4.24,46,Airport,SME,55.6,0
O00353,C0354,Business,WEST,Airport,135.85,,,,,,35,Airport,Consumer,87.8,1
O00354,C0154,Parcel,EAST,Riverside,78.37,D141,OnTime,21.63,0.0,4.12,23,East,SME,47.5,0
O00355,C0006,Passenger,Riverside,Riverside,59.47,D011,Delayed,21.47,2.0,3.69,41,West,Consumer,39.9,0
O00356,C0430,Medical,RiverSide,AIRPORT,64.6,D097,OnTime,10.07,0.0,3.25,29,East,Consumer,38.3,0
O00357,C0608,Retail,Central,South,171.28,D143,OnTime,9.33,2.0,4.24,46,West,SME,56.0,0
O00358,C0273,Passenger,Riverside,CENTRAL,94.51,D045,Delayed,7.37,0.0,3.33,61,South,Consumer,23.8,0
O00359,C0048,Passenger,EAST,CENTRAL,134.58,D057,OnTime,12.07,0.0,4.04,19,Riverside,SME,48.5,0
O00360,C0506,Passenger,CENTRAL,Central,111.56,,,,,,19,Airport,Enterprise,56.3,0
O00361,C0345,Business,East,South,256.22,D102,OnTime,14.31,2.0,4.93,18,North,Consumer,93.5,0
O00362,C0586,Medical,Central,RiverSide,43.69,,,,,,47,Central,Consumer,87.4,0
O00363,C0230,Passenger,RiverSide,South,35.91,D020,OnTime,10.59,0.0,4.07,70,Airport,Consumer,62.2,0
O00364,C0354,Medical,WEST,CENTRAL,114.81,,,,,,35,Airport,Consumer,87.8,0
O00365,C0237,Medical,EAST,West,21.18,D118,OnTime,21.14,0.0,4.62,40,South,Consumer,30.0,0
O00366,C0592,Business,CENTRAL,South,52.46,D011,Delayed,13.48,0.0,1.44,54,West,Consumer,33.2,0
O00367,C0162,Passenger,SOUTH,NORTH,46.71,,,,,,61,Airport,Enterprise,63.7,1
O00368,C0552,Business,Central,north,89.38,D080,OnTime,13.02,3.0,3.98,41,North,Consumer,62.4,1
O00369,C0093,Business,Ctr,Riverside,70.75,D036,Failed,10.19,2.0,4.45,48,North,Consumer,41.2,1
O00370,C0021,Parcel,SOUTH,SOUTH,74.04,D018,OnTime,16.35,0.0,4.64,30,Central,SME,63.6,0
O00371,C0530,Business,north,North,73.83,D082,Failed,10.55,0.0,2.58,28,West,SME,55.9,0
O00372,C0536,Parcel,SOUTH,Riverside,57.99,D087,OnTime,5.84,2.0,4.74,56,North,Consumer,54.5,0
O00373,C0372,Parcel,North,Central,95.4,,,,,,34,West,Consumer,26.2,1
O00374,C0343,Parcel,NORTH,RiverSide,93.34,,,,,,75,Central,Consumer,58.3,0
O00375,C0012,Medical,Central,East,150.39,D039,OnTime,7.16,3.0,4.17,60,Airport,Consumer,46.3,0
O00376,C0286,Passenger,NORTH,West,33.38,D131,OnTime,12.77,1.0,4.77,59,East,Consumer,87.7,0
O00377,C0131,Retail,AIRPORT,East,213.06,D007,OnTime,25.24,0.0,4.4,68,South,Consumer,57.2,0
O00378,C0485,Retail,North,NORTH,172.56,,,,,,41,Riverside,SME,52.4,1
O00379,C0648,Parcel,North,East,52.58,,,,,,47,Airport,Consumer,57.2,0
O00380,C0057,Passenger,NORTH,North,95.96,D099,Failed,8.95,2.0,1.67,29,North,Consumer,68.2,0
O00381,C0420,Parcel,EAST,WEST,67.67,D056,OnTime,18.99,0.0,4.91,30,North,Enterprise,63.0,0
O00382,C0463,Retail,CENTRAL,RiverSide,54.18,,,,,,39,Riverside,Consumer,49.2,0
O00383,C0442,Retail,WEST,East,109.08,D036,OnTime,15.59,0.0,4.41,23,West,Consumer,51.5,0
O00384,C0469,Medical,Ctr,Central,12.58,D103,Delayed,9.61,0.0,3.51,20,North,Consumer,,1
O00385,C0646,Passenger,Riverside,RiverSide,226.69,D117,OnTime,17.58,0.0,4.16,64,South,SME,71.4,1
O00386,C0250,Medical,CENTRAL,Ctr,95.67,D158,Failed,18.68,3.0,3.05,58,West,SME,,0
O00387,C0470,Passenger,South,EAST,107.34,,,,,,39,East,SME,45.1,0
O00388,C0292,Retail,NORTH,Riverside,66.17,D133,OnTime,13.59,1.0,4.11,24,South,Consumer,73.2,0
O00389,C0361,Passenger,Central,RiverSide,65.05,D105,Delayed,8.17,1.0,3.16,65,South,Consumer,,0
O00390,C0150,Passenger,NORTH,NORTH,42.46,D102,OnTime,8.75,0.0,4.45,58,North,Consumer,88.8,0
O00391,C0541,Retail,West,RiverSide,12.76,,,,,,48,Central,Consumer,26.8,0
O00392,C0356,Retail,EAST,Riverside,73.04,D163,OnTime,9.31,1.0,4.42,51,North,Consumer,76.2,0
O00393,C0573,Parcel,CENTRAL,East,64.93,,,,,,47,Airport,SME,57.3,1
O00394,C0479,Retail,AIRPORT,WEST,71.08,D067,OnTime,26.58,3.0,4.47,48,North,Enterprise,59.1,0
O00395,C0060,Passenger,WEST,East,20.16,D031,Delayed,16.69,0.0,3.34,52,Central,Consumer,85.2,0
O00396,C0475,Retail,CENTRAL,East,63.67,D021,Delayed,15.18,2.0,2.53,47,Central,Consumer,81.9,0
O00397,C0417,Parcel,Airport,South,42.94,D050,OnTime,29.8,1.0,3.71,72,West,Consumer,69.7,0
O00398,C0382,Business,East,Airport,56.33,,,,,,32,South,Consumer,60.9,0
O00399,C0644,Parcel,CENTRAL,Airport,30.74,D112,Delayed,12.65,5.0,3.39,46,Riverside,Consumer,51.1,0
O00400,C0426,Retail,North,EAST,145.15,D113,OnTime,17.1,0.0,3.87,25,Riverside,SME,49.0,1
O00401,C0252,Medical,East,Airport,28.61,D049,OnTime,10.68,0.0,3.77,38,North,Consumer,71.3,1
O00402,C0104,Retail,WEST,EAST,121.87,D110,Delayed,28.51,0.0,3.28,39,East,Consumer,66.2,0
O00403,C0573,Business,RiverSide,AIRPORT,44.48,,,,,,47,Airport,SME,57.3,0
O00404,C0139,Passenger,South,Airport,213.39,D160,OnTime,8.18,0.0,3.16,60,Central,SME,51.7,1
O00405,C0055,Business,Ctr,RiverSide,142.88,D102,OnTime,5.55,1.0,3.88,34,East,Enterprise,80.3,0
O00406,C0631,Retail,Airport,RiverSide,59.17,D160,OnTime,31.46,2.0,4.38,44,North,Consumer,65.8,1
O00407,C0575,Medical,WEST,Ctr,189.02,D056,OnTime,12.58,1.0,4.81,25,Riverside,Consumer,77.2,0
O00408,C0446,Parcel,North,West,58.75,D102,OnTime,8.57,0.0,3.94,20,Airport,SME,65.9,0
O00409,C0065,Passenger,South,NORTH,38.48,D154,Delayed,7.29,0.0,3.36,44,Central,Consumer,52.8,0
O00410,C0174,Medical,East,West,39.34,,,,,,74,North,Consumer,93.5,0
O00411,C0497,Business,Central,Central,71.11,,,,,,65,North,Consumer,48.8,1
O00412,C0601,Passenger,north,AIRPORT,54.76,D093,OnTime,10.0,0.0,4.12,34,Airport,Consumer,56.7,0
O00413,C0183,Passenger,Airport,NORTH,35.52,D003,OnTime,23.53,3.0,4.5,44,Central,SME,64.5,0
O00414,C0023,Parcel,South,West,283.98,D165,OnTime,9.53,0.0,3.92,52,South,Consumer,73.1,1
O00415,C0591,Retail,Ctr,Riverside,19.76,D125,OnTime,7.18,0.0,4.19,60,West,Enterprise,,0
O00416,C0552,Medical,Airport,Airport,26.83,D031,OnTime,28.69,1.0,5.0,41,North,Consumer,62.4,0
O00417,C0486,Retail,SOUTH,Riverside,113.56,D007,OnTime,1.2,0.0,4.17,50,West,Enterprise,52.5,1
O00418,C0467,Passenger,Riverside,South,46.83,D102,OnTime,9.17,0.0,4.78,49,West,Enterprise,58.7,0
O00419,C0013,Retail,West,East,187.6,,,,,,30,East,Enterprise,31.3,0
O00420,C0506,Business,Riverside,EAST,40.04,D168,Delayed,12.02,0.0,3.75,19,Airport,Enterprise,56.3,0
O00421,C0599,Parcel,RiverSide,East,37.25,D141,OnTime,19.34,3.0,4.68,40,North,Consumer,81.4,1
O00422,C0034,Passenger,Central,West,15.05,D053,Delayed,8.77,2.0,2.58,39,West,Enterprise,64.2,0
O00423,C0403,Passenger,SOUTH,Riverside,189.36,,,,,,19,East,Consumer,50.0,0
O00424,C0563,Business,Riverside,WEST,43.18,D074,OnTime,1.9,4.0,3.85,51,South,Consumer,99.0,0
O00425,C0550,Passenger,AIRPORT,East,78.8,D030,OnTime,21.27,3.0,5.0,39,North,Consumer,89.4,1
O00426,C0383,Business,RiverSide,RiverSide,82.0,D101,OnTime,7.91,2.0,3.83,70,West,Consumer,59.6,0
O00427,C0151,Parcel,Ctr,WEST,166.06,D102,OnTime,16.37,0.0,4.1,20,North,Consumer,79.2,0
O00428,C0275,Medical,West,Airport,72.42,D049,OnTime,1.2,0.0,4.12,56,East,Consumer,59.6,0
O00429,C0466,Passenger,RiverSide,South,20.27,D055,Delayed,3.14,1.0,3.03,26,North,Consumer,32.5,0
O00430,C0029,Retail,CENTRAL,SOUTH,40.49,D152,Failed,20.64,1.0,3.36,44,Central,Consumer,57.0,1
O00431,C0425,Retail,South,RiverSide,24.45,D002,OnTime,14.4,1.0,3.32,55,Riverside,Consumer,66.3,0
O00432,C0648,Retail,Central,West,158.21,,,,,,47,Airport,Consumer,57.2,0
O00433,C0633,Retail,Ctr,Central,85.59,D036,Failed,11.81,0.0,2.83,44,Central,Consumer,57.6,0
O00434,C0500,Parcel,Airport,RiverSide,45.89,D122,OnTime,29.52,4.0,4.63,47,East,Consumer,90.6,0
O00435,C0102,Retail,South,Ctr,47.28,D086,OnTime,22.6,0.0,3.8,39,East,Enterprise,71.9,0
O00436,C0218,Medical,Airport,NORTH,56.57,D120,OnTime,23.3,3.0,3.5,32,Central,Consumer,62.2,0
O00437,C0618,Retail,Airport,RiverSide,98.88,D144,OnTime,21.25,2.0,3.95,64,Airport,Consumer,68.4,1
O00438,C0491,Business,North,WEST,27.39,D119,OnTime,8.71,3.0,4.26,60,Central,Consumer,48.6,1
O00439,C0577,Medical,North,Ctr,53.87,D111,Failed,17.61,1.0,1.53,56,North,Consumer,68.6,0
O00440,C0032,Passenger,EAST,East,56.81,D077,Failed,12.65,0.0,5.0,69,West,Consumer,85.0,1
O00441,C0509,Passenger,EAST,CENTRAL,77.58,D133,OnTime,8.13,0.0,4.29,77,West,Consumer,,1
O00442,C0080,Business,Ctr,West,81.32,D001,OnTime,9.22,0.0,4.95,25,East,Consumer,81.6,0
O00443,C0378,Parcel,NORTH,RiverSide,63.8,D093,OnTime,12.21,0.0,4.39,38,Riverside,Consumer,26.2,1
O00444,C0319,Retail,WEST,AIRPORT,23.99,D060,OnTime,4.26,4.0,4.32,35,West,SME,54.5,0
O00445,C0054,Passenger,South,RiverSide,68.98,D051,Failed,10.73,1.0,3.18,75,West,Consumer,42.4,1
O00446,C0172,Passenger,Airport,EAST,233.36,D096,OnTime,29.8,2.0,,28,North,Consumer,75.4,0
O00447,C0082,Retail,WEST,East,24.57,,,,,,49,East,Consumer,72.8,0
O00448,C0487,Medical,Central,North,68.78,D108,OnTime,18.74,3.0,4.79,61,East,SME,63.9,0
O00449,C0544,Passenger,north,AIRPORT,102.53,D121,OnTime,16.11,1.0,1.99,72,North,Consumer,52.1,0
O00450,C0527,Retail,RiverSide,RiverSide,31.33,D073,OnTime,12.74,1.0,5.0,73,Central,Consumer,86.2,0
O00451,C0012,Retail,East,RiverSide,97.23,D053,Delayed,2.13,0.0,1.44,60,Airport,Consumer,46.3,0
O00452,C0583,Passenger,CENTRAL,CENTRAL,56.63,D104,Failed,6.57,1.0,3.69,23,Airport,Consumer,84.2,1
O00453,C0224,Retail,SOUTH,West,27.48,D110,OnTime,11.94,0.0,4.24,63,North,SME,50.9,1
O00454,C0251,Medical,West,north,51.66,D047,OnTime,14.65,0.0,4.58,56,Riverside,Consumer,54.5,0
O00455,C0178,Passenger,Airport,AIRPORT,144.79,D042,Failed,21.07,1.0,3.21,45,East,Consumer,58.0,1
O00456,C0124,Parcel,East,RiverSide,87.85,D005,OnTime,12.96,1.0,4.96,31,Airport,Consumer,40.8,0
O00457,C0396,Parcel,EAST,EAST,123.49,D087,Failed,14.66,0.0,1.68,76,Riverside,Consumer,67.2,0
O00458,C0546,Parcel,Ctr,East,87.24,D027,Delayed,12.11,0.0,3.8,67,Riverside,Consumer,70.1,1
O00459,C0478,Retail,SOUTH,South,203.99,D131,Delayed,15.37,0.0,3.88,43,North,Consumer,43.6,0
O00460,C0097,Passenger,Central,NORTH,72.35,D156,OnTime,6.09,0.0,3.51,46,Airport,SME,55.6,0
O00461,C0153,Passenger,WEST,East,55.94,,,,,,49,Central,SME,38.4,0
O00462,C0381,Parcel,RiverSide,EAST,55.77,D162,Delayed,13.0,1.0,1.04,55,Central,Consumer,74.4,0
O00463,C0370,Medical,East,CENTRAL,96.83,D151,OnTime,12.81,0.0,3.78,18,East,Enterprise,64.6,0
O00464,C0063,Parcel,SOUTH,EAST,51.61,,,,,,78,North,Consumer,44.6,0
O00465,C0149,Medical,EAST,NORTH,20.53,D156,Delayed,8.01,0.0,3.38,63,North,Consumer,58.7,0
O00466,C0028,Business,WEST,AIRPORT,88.87,D102,OnTime,22.12,1.0,4.22,22,Central,Consumer,78.5,0
O00467,C0612,Passenger,north,SOUTH,193.9,,,,,,53,Central,Consumer,82.3,1
O00468,C0062,Retail,East,South,22.82,D125,OnTime,8.52,1.0,3.65,33,Central,Consumer,55.5,1
O00469,C0186,Parcel,East,East,92.55,D111,OnTime,13.83,1.0,3.85,56,East,Consumer,57.5,0
O00470,C0265,Business,East,East,131.93,,,,,,26,East,Consumer,55.8,0
O00471,C0346,Passenger,East,AIRPORT,69.38,D123,OnTime,8.94,0.0,3.81,46,Airport,Consumer,62.9,0
O00472,C0636,Parcel,South,Riverside,287.3,D021,OnTime,14.25,3.0,3.68,60,East,Consumer,76.3,0
O00473,C0266,Medical,East,Airport,40.6,D119,OnTime,1.35,0.0,4.72,47,East,Consumer,59.0,0
O00474,C0029,Medical,Airport,CENTRAL,283.42,D147,OnTime,35.4,2.0,3.94,44,Central,Consumer,57.0,0
O00475,C0498,Passenger,Central,WEST,156.78,,,,,,73,West,Enterprise,73.4,1
O00476,C0078,Passenger,WEST,EAST,89.17,D001,OnTime,10.11,0.0,4.67,40,East,Consumer,35.2,1
O00477,C0441,Passenger,West,CENTRAL,189.25,D050,Delayed,6.67,2.0,3.25,42,South,Consumer,66.3,0
O00478,C0521,Medical,WEST,South,160.09,D163,OnTime,11.17,0.0,5.0,47,Central,Consumer,62.3,0
O00479,C0226,Retail,CENTRAL,north,87.76,,,,,,74,West,Consumer,47.2,0
O00480,C0088,Passenger,EAST,West,51.54,,,,,,43,Airport,Enterprise,58.2,0
O00481,C0010,Retail,South,WEST,10.74,,,,,,23,West,Consumer,87.2,1
O00482,C0268,Retail,East,West,114.62,D008,OnTime,15.25,1.0,4.27,65,East,Enterprise,64.3,0
O00483,C0285,Business,Riverside,NORTH,117.11,D133,Failed,13.83,1.0,5.0,45,Riverside,Consumer,27.9,1
O00484,C0152,Parcel,EAST,RiverSide,134.61,D028,OnTime,16.19,3.0,3.77,61,West,Consumer,66.2,0
O00485,C0168,Passenger,North,Ctr,95.19,D100,OnTime,17.86,1.0,3.97,70,Riverside,Consumer,54.3,1
O00486,C0316,Retail,Central,North,50.89,D110,OnTime,19.21,0.0,,32,North,Consumer,66.7,0
O00487,C0263,Passenger,Riverside,WEST,57.27,,,,,,73,North,Consumer,,0
O00488,C0050,Medical,North,SOUTH,111.27,D015,OnTime,11.24,0.0,5.0,71,Central,Consumer,87.2,0
O00489,C0483,Medical,CENTRAL,EAST,41.11,,,,,,24,South,Enterprise,59.7,0
